0,1,2,3,4,5,,,,,
4,2191264036,Tue Jun 16 04:54:03 PDT 2009,NO_QUERY,JD505,"Morning everyone! Yesterday at work went by fast, let's hope that today does as well ",,,,,
0,2001593883,Tue Jun 02 01:24:18 PDT 2009,NO_QUERY,sunlover393,"Considering taking a boat to Japan.  Hopefully the mystery of Air France 447 is solved soon, so the families can begin grieving in peace ",,,,,
0,1991710394,Mon Jun 01 07:31:40 PDT 2009,NO_QUERY,jkpirie,"Lovely day, Annual leave, but loads of boring work related stuff to do   Sigh",,,,,
4,2052292515,Sat Jun 06 00:14:53 PDT 2009,NO_QUERY,caitlinduhhh,"noooooobody cares, btw  hahahahah. oh goodness. summer needs to come faster, like really fast. so many plans  next sunday! &lt;3",,,,,
0,1573575393,Tue Apr 21 01:49:41 PDT 2009,NO_QUERY,cathy_w,@Caroline_S Poor little one ,,,,,
4,1691938681,Sun May 03 18:56:06 PDT 2009,NO_QUERY,CMCx,i wanna go to my prom with a nerd ,,,,,
4,1991016538,Mon Jun 01 06:14:05 PDT 2009,NO_QUERY,andrea_r,who was at #wordcamp and remembers &quot,the burn guy&quot,? On the phone with him now ,,,
0,1563750198,Mon Apr 20 00:06:00 PDT 2009,NO_QUERY,cassie_jo,wishes i was sleeping right now!! ,,,,,
4,1957531483,Fri May 29 00:47:46 PDT 2009,NO_QUERY,Marquise21,Can i just say i'm gonna try and be celibate too fuck dick... ,,,,,
0,2016416312,Wed Jun 03 06:44:23 PDT 2009,NO_QUERY,ksmoreau,is not looking forward to going to McMaster today .. Hmph! ,,,,,
0,1969113567,Fri May 29 23:03:58 PDT 2009,NO_QUERY,darcyemily,"@CeilidhMhari thanks so much, bby  ugh, tonight was ridiculously hard... wish you were there  i miss him so so much ",,,,,
0,1759639943,Sun May 10 19:39:35 PDT 2009,NO_QUERY,olv203ply,@lols_caroline how unfortunate... ,,,,,
0,1759967055,Sun May 10 20:21:26 PDT 2009,NO_QUERY,e_freckles,@bunnirific Agh! We TiVo'd that interview and I never got around to watching it... ,,,,,
4,2014947185,Wed Jun 03 03:12:39 PDT 2009,NO_QUERY,thisisangeline,check varsity out. they're great ,,,,,
4,1978347020,Sat May 30 23:05:23 PDT 2009,NO_QUERY,tatahsouza,going to have my always sweet dreams. ,,,,,
4,1964734200,Fri May 29 14:42:59 PDT 2009,NO_QUERY,rajean,My theme for #FF is man candy avatars from my followers. What they have to say is also worth the follow  I'll start listing next.,,,,,
4,1564075082,Mon Apr 20 01:38:36 PDT 2009,NO_QUERY,isabellahoney,@owlcity your music helps me through my sleepless nights ,,,,,
4,1557764814,Sun Apr 19 05:53:57 PDT 2009,NO_QUERY,rokkleen189,Rise&amp,Shine earlii Twitter Bunnies...On the way to work Once again. This morning is so beautiful so SUNNY ... i love it ,,,,
0,2002267139,Tue Jun 02 03:41:48 PDT 2009,NO_QUERY,parkopjen,@foxandfriends I've worn a charlie brown costume before.. i feel his pain.. ,,,,,
4,2177213404,Mon Jun 15 05:40:59 PDT 2009,NO_QUERY,BretWolfe,"@blakelewis You ROCKED last night. Your gorgeous, amazing voice and thanks for the ass grab ",,,,,
4,2030860944,Thu Jun 04 08:59:19 PDT 2009,NO_QUERY,Laurenn_x,is in the BEST mood ever. (:        Oh.Oh.Oh And i cant wait to cuddle my joseph properly tomorrow.  (L),,,,,
4,2072478686,Sun Jun 07 21:06:14 PDT 2009,NO_QUERY,ForeverKeesh,@Itsmeraych I gotta go out with you next weekend... Let's make it happen... ,,,,,
4,2050903716,Fri Jun 05 19:30:13 PDT 2009,NO_QUERY,laineylovestbs,@kirstytbsmcr Oh NO! I totally got off then you got on right away! damn you timezones  isn't it sad that we forget dreams?? what a loss ,,,,,
0,1880569420,Fri May 22 01:42:39 PDT 2009,NO_QUERY,danp82,had hair cut - now have a cold head ,,,,,
0,2229541680,Thu Jun 18 15:52:05 PDT 2009,NO_QUERY,Karinaaaaaaaaaa,@DubarryMcfly aww thats a wee shame  aww always next yearthey said they will try and make it better  i doubt itLOL its amaze this year,,,,,
0,2050038499,Fri Jun 05 17:57:25 PDT 2009,NO_QUERY,jorgeortiz85,Twitter abuzz about Rajeev Motwani passing away.  One of the best teachers I've had.,,,,,
0,1975858523,Sat May 30 16:03:20 PDT 2009,NO_QUERY,hawkeye214,@XJRodzx Dinner and a movie without me????? ,,,,,
4,2057244742,Sat Jun 06 12:38:31 PDT 2009,NO_QUERY,fatalinjection,"@dirty_saint sailor mars! venus is orange, silly! i will be cosplaying her, too, though soon ",,,,,
0,2265452209,Sun Jun 21 06:36:50 PDT 2009,NO_QUERY,crislamas,My boys are almost gone ,,,,,
4,1565504188,Mon Apr 20 06:54:57 PDT 2009,NO_QUERY,purplehayz,"@postsalot Thanks for the reminder, I think. ",,,,,
4,1694330984,Mon May 04 02:08:00 PDT 2009,NO_QUERY,StineAdelPetrea,Yooooooo!? What up mates?! ,,,,,
4,1983137659,Sun May 31 12:34:35 PDT 2009,NO_QUERY,DanaLouLou,"@trish0400 haha, it's news to both of us!  ",,,,,
4,1468005581,Mon Apr 06 23:13:16 PDT 2009,NO_QUERY,Yahtzee27,@littrellfans Its all good. Just figured you would like to know. ,,,,,
0,2051692200,Fri Jun 05 22:34:34 PDT 2009,NO_QUERY,messierobjects,Im in the passenger seat ,,,,,
4,2180375718,Mon Jun 15 10:23:09 PDT 2009,NO_QUERY,BenMcDaid,@SweetLiesx3 Omg Melissa... Seriously.. Dont stalk people..! Jeez... so whatcha doing ,,,,,
4,1974052212,Sat May 30 12:20:43 PDT 2009,NO_QUERY,magnusholmgren,@inotherwords_c Hi  what will be on this new blog then?,,,,,
4,2066175605,Sun Jun 07 10:01:44 PDT 2009,NO_QUERY,Knifty_Knitter,Started crocheting some cotton dishcloths last night. Sometimes it's nice just to mindlessly work without having to follow a pattern. ,,,,,
4,1979781149,Sun May 31 04:28:53 PDT 2009,NO_QUERY,lynneli,@superpsyche Hi ,,,,,
4,1752917702,Sat May 09 23:26:28 PDT 2009,NO_QUERY,FrenchAngelHorn,After 42 hours of not sleeping it is time for bed. Alaska-so far so good ,,,,,
0,2204041993,Wed Jun 17 01:10:21 PDT 2009,NO_QUERY,worldtrav,"@Elite1 hahah, I was soooo bad this week! ",,,,,
4,2012893430,Tue Jun 02 21:29:45 PDT 2009,NO_QUERY,MissMaricel,The cutest thing ever today: Kei trying to say her full name and ended up sounding like KAY-NANNY! Hahaha  My sunshine!,,,,,
4,2001672641,Tue Jun 02 01:40:31 PDT 2009,NO_QUERY,giz_zellie,"@rsxy thats it. WE'RE OVER..FINITO!! hahahah jk. miss you all. but i gotta go!!! ah, my grandmas homecooked meals are to die 4 ",,,,,
4,1983207332,Sun May 31 12:42:44 PDT 2009,NO_QUERY,mkwiws,Welcome [iS]Mess to the clan! ,,,,,
4,1995487866,Mon Jun 01 13:34:12 PDT 2009,NO_QUERY,taramcdramatic,yay! napa confirmation received. i will be doing the castle tour. ,,,,,
0,1996170079,Mon Jun 01 14:38:44 PDT 2009,NO_QUERY,amagurikun,"@summertea Aa, MGS was never Sony exclusive, only MGS4 was.  Really curious to see what MGSR is going to look like. Nothing out yet ",,,,,
0,2174824880,Sun Jun 14 23:24:12 PDT 2009,NO_QUERY,vicariouspedro,Twitterrific is suffering from the Twitpocolypse ,,,,,
0,1880589328,Fri May 22 01:46:55 PDT 2009,NO_QUERY,stii,"@MattGeri sheesh, dude, i feel your pain! exact same thing happened to me about 5 years ago  its horrible",,,,,
4,1979469090,Sun May 31 03:10:48 PDT 2009,NO_QUERY,afparungao,another nice song for rainy days is waiting in vain by annie lennox ,,,,,
0,1996588839,Mon Jun 01 15:20:25 PDT 2009,NO_QUERY,arieliondotcom,Rats. It started out as a joke but now I really want to go to the beach and have no way to get there. ,,,,,
4,1687867922,Sun May 03 09:47:13 PDT 2009,NO_QUERY,racespeed,@keeponrunning Think I ran too much too confused. Here is the correct award and you can keep the other too.  http://bit.ly/wDxHK,,,,,
0,2053676467,Sat Jun 06 05:21:20 PDT 2009,NO_QUERY,streetsniper,"time for a shower, then to bed. hopefully insomnia won't set in. out of zanax ",,,,,
0,1771160850,Mon May 11 23:23:44 PDT 2009,NO_QUERY,sharmainerae,"david has arrived, and i feel so useless ",,,,,
0,2187365365,Mon Jun 15 20:10:31 PDT 2009,NO_QUERY,aven2rita,I guess they caught the pussy killer ,,,,,
0,1983602509,Sun May 31 13:28:27 PDT 2009,NO_QUERY,E_Spengler,@lady_monet Damnn u &amp, @ShaniquaDenise are havin all these damn convos..she aint even said hey to me ,,,,
4,2055618861,Sat Jun 06 09:38:52 PDT 2009,NO_QUERY,what_bugs_u,@noirdame why limit your story to 140 ch. Tell all what is #annoying you at www.iamsoannoyed.com ,,,,,
4,1824882662,Sun May 17 03:21:33 PDT 2009,NO_QUERY,wendywings,@corinh yes that is Betty &quot,now&quot, she is nearly 90 she is my &quot,aunty Em's&quot, best friend ,
4,2045103594,Fri Jun 05 10:14:31 PDT 2009,NO_QUERY,chimili,Hitting up Sunda for Arlene's last day lunch.  Stoked for some crispy rice tuna! better be as good as katsuyas @theblondetheory ,,,,,
4,2060856387,Sat Jun 06 19:42:41 PDT 2009,NO_QUERY,DisneyLuis,@thedeadbaby I will! ,,,,,
4,1692058853,Sun May 03 19:11:20 PDT 2009,NO_QUERY,cocoabrownchic,So encouraging. ,,,,,
4,1966114238,Fri May 29 17:09:03 PDT 2009,NO_QUERY,Green_Panda,"@amabaie  Maybe so, but I'll also chat afterwards, so it evens out.",,,,,
0,2048545047,Fri Jun 05 15:22:29 PDT 2009,NO_QUERY,elatxc,Fridge/Freezer died lost all the food ,,,,,
0,2064101811,Sun Jun 07 05:13:43 PDT 2009,NO_QUERY,ShaniceSarah,"@GraceDavies228 well it was dry in winsford, coming out of skwl, literally like amazon rain and HAIL  the bus driver also freaks me out",,,,,
4,1675967374,Fri May 01 20:45:41 PDT 2009,NO_QUERY,sugarCookie16,@DarkCookies the drinks were yummy lol.  I needed them tonite. It just felt good to go out for a couple hours,,,,,
0,2323262281,Thu Jun 25 00:15:10 PDT 2009,NO_QUERY,melkimx,"bug: 1, me: 0   when i find it again, it will be DEAD",,,,,
0,1687036000,Sun May 03 07:34:25 PDT 2009,NO_QUERY,msned12,Bill Clinton is the keynote for the session before the one I will be at.  ,,,,,
4,1984548667,Sun May 31 15:19:31 PDT 2009,NO_QUERY,ohhsodesixx,"Video: rawrgaby: AWHH I know , what happened . Heâs still awesome . XD Always will be  http://tumblr.com/xj81x0ph9",,,,,
4,1982958517,Sun May 31 12:13:56 PDT 2009,NO_QUERY,water_of_fire,"@qtrnevermore Wasn't planning on it, actually ",,,,,
4,1557898279,Sun Apr 19 06:29:11 PDT 2009,NO_QUERY,m4s,@jeffpulver As a Biz Mentor &amp, Entrepreneur based in dynamic Asia - I am emphatically having the business time of my life  Ciao Tweeters!,,,,
4,1973758337,Sat May 30 11:46:37 PDT 2009,NO_QUERY,Code__Monkey,"So far, I've been in Salt Lake City, Atlanta, Pensacola, and Destin today ",,,,,
0,2218789725,Wed Jun 17 23:09:13 PDT 2009,NO_QUERY,rachaface,"@varicool it only lets me vote once  but when i get the chance, i do vote!",,,,,
0,2199380148,Tue Jun 16 17:25:10 PDT 2009,NO_QUERY,mcr_211,@KarenEJones Thanks. It's so easy gain the darn weight. But so darn hard to lose it.  Lol.,,,,,
0,2228030975,Thu Jun 18 13:56:09 PDT 2009,NO_QUERY,m47713,@lilblacktombo  from what I am seeing it is some horrible person using the hoobastank name-  probably a fraud ,,,,,
4,2054167905,Sat Jun 06 06:43:38 PDT 2009,NO_QUERY,Applefromatree,Finally got my Twilight DVD today  The packaging of the German version is awesome,,,,,
0,1967660126,Fri May 29 19:59:19 PDT 2009,NO_QUERY,SerenityWalk,@dee_carney Thanks Dee  It's just coz my boys go stay with their dad &amp, I miss them.  Even if they are obnoxious teens LOL,,,,
0,2193691557,Tue Jun 16 08:48:05 PDT 2009,NO_QUERY,ancient101,@Emily_Is_Gaga Emily as much as i wana tel lyou i cant ,,,,,
0,1753026540,Sat May 09 23:50:58 PDT 2009,NO_QUERY,ancesmulles,@petewentz @markhoppus @brendonuriesays could you give away an octopus drive here in the philippines?  im such a fangirl.,,,,,
4,2184924093,Mon Jun 15 16:37:16 PDT 2009,NO_QUERY,leese_6661,@Matt_Tuck MY FAAAAAAAAAAAVE ,,,,,
4,1999965877,Mon Jun 01 21:09:07 PDT 2009,NO_QUERY,ilove_shoes,Look what a friend sent me! jealous? you should be  http://googlemyway.com/iLoveShoes -- how cute!! ,,,,,
0,2212455494,Wed Jun 17 14:06:58 PDT 2009,NO_QUERY,bevgal,"@joelkelly Awww, that's awesome.  Wish I could be there.  (still at work)  ",,,,,
4,2063096545,Sun Jun 07 01:21:19 PDT 2009,NO_QUERY,Geert,@derivativeofu what a wonderful combination! ,,,,,
4,2064567177,Sun Jun 07 06:37:01 PDT 2009,NO_QUERY,murphygrainne,@paulcronin But of course! Best results from the best person ,,,,,
4,1982299180,Sun May 31 10:55:57 PDT 2009,NO_QUERY,redsoxmonkey,"With the window open and breeze blowing in, I can smell the roses outside. So pretty... ",,,,,
4,1932787596,Tue May 26 22:13:10 PDT 2009,NO_QUERY,HeatherHusmer,@wilw Was it the REALLY purple unfiltered stuff? So good  I &quot,buy it for my 18 month old&quot, ,),,
4,2190977663,Tue Jun 16 04:13:27 PDT 2009,NO_QUERY,poohsallegory,@MicheAruna well hello there ,,,,,
4,1881930037,Fri May 22 05:52:47 PDT 2009,NO_QUERY,marisasmile,Go follow @L2Lapparel please and thank you! ,,,,,
0,2057669405,Sat Jun 06 13:26:20 PDT 2009,NO_QUERY,OakParkGirl,"@tiarala You guys not having luck looking at houses, or something else? We're heading back now, sorry we missed you ",,,,,
4,1981855089,Sun May 31 10:01:45 PDT 2009,NO_QUERY,MelodyEliora,OMG Pastor Kong's following meeeeeeeeeeeee!  I feel like the coolest kid in the wurrrlddddd. ^^,,,,,
4,2050192025,Fri Jun 05 18:13:54 PDT 2009,NO_QUERY,Karen__Clare,"is at the beach beach beach tomorrow tomorrow tomorrow!!!  sun, please?",,,,,
4,1972114313,Sat May 30 08:35:17 PDT 2009,NO_QUERY,juliaxix,"I was wrong, I DO have one  quite short though....",,,,,
0,2327093895,Thu Jun 25 07:54:43 PDT 2009,NO_QUERY,ShontelleLove,damn picture not working! try again ,,,,,
0,2006899429,Tue Jun 02 11:50:59 PDT 2009,NO_QUERY,lady09,@DwightHoward are you serious?  That sounds awful ,,,,,
4,1836226834,Mon May 18 07:36:52 PDT 2009,NO_QUERY,JessMcFlyxxx,@cazp09 lol yeah its not that loud today though for a change  i have to suffer theres so they can enjoy mine  xx,,,,,
4,2067528983,Sun Jun 07 12:30:21 PDT 2009,NO_QUERY,LeahMEvans,@johnkeypm it was good too! &amp, the tie is cool! Go Max! You have got a good character as Paul Henry said. Have a cracker week! ,,,,
0,2014524486,Wed Jun 03 01:49:24 PDT 2009,NO_QUERY,leximaex,I did the Chinese Character test on Facebook and pressed 'submit'. It said 'the page you are looking for cannot be found'. FML ,,,,,
4,2057332901,Sat Jun 06 12:48:25 PDT 2009,NO_QUERY,haymehayme,4am and i'm still up.. uploading something.. happy sunday people.. ,,,,,
4,1881326299,Fri May 22 04:19:51 PDT 2009,NO_QUERY,jaideeh,katy perry's album is brill ,,,,,
4,1685996244,Sun May 03 03:11:44 PDT 2009,NO_QUERY,ireneglory,@bobbinrob thanks in advance! ,,,,,
4,1992356788,Mon Jun 01 08:37:20 PDT 2009,NO_QUERY,dolbszzz32,"@theDebbyRyan Cute new picture and the new background. Your just too cute,pretty too. Love the smile too. ",,,,,
4,1965638345,Fri May 29 16:16:28 PDT 2009,NO_QUERY,RealJessicaAlba,@shreep1 aw thanks ,,,,,
0,2013934651,Tue Jun 02 23:59:38 PDT 2009,NO_QUERY,julianaaaaa,@kathrynnnn mgmt is sold out anyways  all 3 shows D:,,,,,
